iata,icao,name,city,country,lat,lon,elev_m,tz
GCC,KGCC,Northeast Wyoming Regional Airport,Gillette,US,44.34890,-105.53900,1330,America/Denver
GCH,OIAH,Gachsaran Airport,Gachsaran,IR,30.33387,50.83380,736,Asia/Tehran
GCI,EGJB,Guernsey Airport,Saint Peter Port,GG,49.43500,-2.60197,102,Europe/Guernsey
GCK,KGCK,Garden City Regional Airport,Garden City,US,37.92750,-100.72400,881,America/Chicago
GCM,MWCR,Owen Roberts International Airport,George Town,KY,19.29280,-81.35770,2,America/Cayman
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,35.95240,-112.14700,2014,America/Phoenix
GDB,VAGD,Gondia Airport,Gondia,IN,21.52682,80.29035,301,Asia/Kolkata
GDE,HAGO,Gode Airport,Gode,ET,5.93513,43.57860,254,Africa/Addis_Ababa
GDL,MMGL,Guadalajara International Airport,Guadalajara,MX,20.52334,-103.31011,1529,America/Mexico_City
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,54.37760,18.46620,149,Europe/Warsaw
GDQ,HAGN,Gondar Airport,Azezo,ET,12.51990,37.43400,1966,Africa/Addis_Ababa
GDT,MBGT,JAGS McCartney International Airport,Cockburn Town,TC,21.44450,-71.14230,4,America/Grand_Turk
GDV,KGDV,Dawson Community Airport,Glendive,US,47.13766,-104.80691,749,America/Denver
GDX,UHMM,Sokol Airport,Magadan,RU,59.91100,150.72000,175,Asia/Magadan
GDZ,URKG,Gelendzhik Airport,Gelendzhik,RU,44.58209,38.01248,30,Europe/Moscow
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,-22.25771,166.47282,3,Pacific/Noumea
GEG,KGEG,Spokane International Airport,Spokane,US,47.61990,-117.53400,724,America/Los_Angeles
GEL,SBNM,Santo Ângelo Airport,Santo Ângelo,BR,-28.28250,-54.16962,322,America/Sao_Paulo
GEM,FGMY,President Obiang Nguema International Airport,Mengomeyén,GQ,1.67644,11.02490,660,Africa/Malabo
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,GY,6.49855,-58.25410,29,America/Guyana
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,CU,21.83470,-82.78380,24,America/Havana
GES,RPMR,General Santos International Airport,General Santos,PH,6.05721,125.09624,154,Asia/Manila
GET,YGEL,Geraldton Airport,Moonyoonooka,AU,-28.79610,114.70700,37,Australia/Perth
GEV,ESNG,Gällivare Airport,Gällivare,SE,67.13240,20.81460,313,Europe/Stockholm
GFF,YGTH,Griffith Airport,Griffith,AU,-34.25080,146.06700,134,Australia/Sydney
GFK,KGFK,Grand Forks International Airport,Grand Forks,US,47.94930,-97.17610,258,America/Chicago
GGG,KGGG,East Texas Regional Airport,Longview,US,32.38400,-94.71150,111,America/Chicago
GGT,MYEF,Exuma International Airport,Moss Town,BS,23.56260,-75.87800,3,America/Nassau
GGW,KGGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,48.21250,-106.61500,700,America/Denver
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,32.38410,3.79411,461,Africa/Algiers
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,BS,25.28470,-76.33100,8,America/Nassau
GHV,LRBV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,45.70558,25.52287,530,Europe/Bucharest
GIB,LXGB,Gibraltar Airport,Gibraltar,GI,36.15168,-5.34978,4,Europe/Gibraltar
GID,HBBE,Gitega Airport,Gitega,BI,-3.41721,29.91131,1750,Africa/Bujumbura
GIG,SBGL,Rio de Janeiro Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,-22.81000,-43.25056,9,America/Sao_Paulo
GIL,OPGT,Gilgit Airport,Gilgit,PK,35.91880,74.33360,1462,Asia/Karachi
GIS,NZGS,Gisborne Airport,Gisborne,NZ,-38.66330,177.97800,5,Pacific/Auckland
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.90110,42.58580,6,Asia/Riyadh
GJA,MHNJ,La Laguna Airport,Guanaja,HN,16.44540,-85.90660,15,America/Tegucigalpa
GJL,DAAV,Jijel Ferhat Abbas Airport,Tahir,DZ,36.79413,5.87365,11,Africa/Algiers
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,US,39.12666,-108.52939,1481,America/Denver
GKA,AYGA,Goroka Airport,Goronka,PG,-6.08169,145.39200,1610,Pacific/Port_Moresby
GKN,PAGK,Gulkana Airport,Gulkana,US,62.15586,-145.45466,483,America/Anchorage
GLA,EGPF,Glasgow Airport,Glasgow,GB,55.87190,-4.43306,8,Europe/London
GLF,MRGF,Golfito Airport,Golfito,CR,8.65401,-83.18220,15,America/Costa_Rica
GLH,KGLH,Mid Delta Regional Airport,Greenville,US,33.48290,-90.98560,40,America/Chicago
GLT,YGLA,Gladstone Airport,Gladstone,AU,-23.86976,151.22544,20,Australia/Brisbane
GMA,FZFK,Gemena Airport,Gemena,CD,3.23537,19.77130,420,Africa/Kinshasa
GMB,HAGM,Gambela Airport,Gambela,ET,8.12876,34.56310,492,Africa/Addis_Ababa
GME,UMGG,Gomel Airport,Gomel,BY,52.52700,31.01670,144,Europe/Minsk
GMO,DNGO,Gombe Lawanti International Airport,Gombe,NG,10.29889,10.90000,485,Africa/Lagos
GMP,RKSS,Seoul Gimpo International Airport,Seoul,KR,37.55830,126.79100,18,Asia/Seoul
GMQ,ZLGL,Golog Maqên Airport,Golog (Maqên),CN,34.41807,100.30114,3787,Asia/Shanghai
GMR,NTGJ,Totegegie Airport,,PF,-23.07990,-134.89000,2,Pacific/Gambier
GNB,LFLS,Grenoble Alpes Isère Airport,Grenoble,FR,45.36290,5.32937,397,Europe/Paris
GND,TGPY,Maurice Bishop International Airport,Saint George's,GD,12.00400,-61.78530,12,America/Grenada
GNJ,UBBG,Ganja International Airport,Ganja,AZ,40.73869,46.32038,330,Asia/Baku
GNS,WIMB,Binaka Airport,Gunungsitoli,ID,1.16627,97.70520,6,Asia/Jakarta
GNV,KGNV,Gainesville Regional Airport,Gainesville,US,29.69010,-82.27180,46,America/New_York
GNY,LTCS,Şanlıurfa GAP Airport,Şanlıurfa,TR,37.44566,38.89559,825,Europe/Istanbul
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genova (GE),IT,44.41204,8.84073,4,Europe/Rome
GOH,BGGH,Nuuk International Airport,Nuuk,GL,64.19107,-51.67914,86,America/Nuuk
GOI,VOGO,Goa Dabolim International Airport,Vasco da Gama,IN,15.38006,73.83333,46,Asia/Kolkata
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,56.22735,43.78515,78,Europe/Moscow
GOM,FZNA,Goma International Airport,Goma,CD,-1.66676,29.23804,1551,Africa/Lubumbashi
GOP,VEGK,Gorakhpur Airport,Gorakhpur,IN,26.73970,83.44970,79,Asia/Kolkata
GOQ,ZLGM,Golmud Airport,Golmud,CN,36.40060,94.78610,2845,Asia/Shanghai
GOT,ESGG,Göteborg Landvetter Airport,Göteborg,SE,57.66280,12.27980,154,Europe/Stockholm
GOU,FKKR,Garoua International Airport,Garoua,CM,9.33479,13.37213,242,Africa/Douala
GOV,YPGV,Gove Airport,Nhulunbuy,AU,-12.26940,136.81799,59,Australia/Darwin
GOX,VOGA,Manohar International Airport,Mopa,IN,15.74426,73.86062,168,Asia/Kolkata
GPA,LGRX,Patras Araxos Agamemnon Airport,Patras,GR,38.15110,21.42560,14,Europe/Athens
GPI,SKGP,Guapi Airport,Guapi,CO,2.57013,-77.89797,50,America/Bogota
GPS,SEGS,Seymour Galapagos Ecological Airport,Isla Baltra,EC,-0.45376,-90.26590,63,Pacific/Galapagos
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,US,30.40558,-89.06984,9,America/Chicago
GRB,KGRB,Austin Straubel International Airport,Green Bay,US,44.48346,-88.13080,212,America/Chicago
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,US,40.96750,-98.30960,563,America/Chicago
GRJ,FAGG,George Airport,George,ZA,-34.00560,22.37890,198,Africa/Johannesburg
GRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,31.06720,-97.82890,309,America/Chicago
GRO,LEGE,Girona-Costa Brava Airport,Girona,ES,41.90464,2.76177,143,Europe/Madrid
GRQ,EHGG,Groningen Airport Eelde,Groningen,NL,53.11911,6.57765,5,Europe/Amsterdam
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,US,42.88080,-85.52280,242,America/Detroit
GRU,SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.43127,-46.46995,750,America/Sao_Paulo
GRV,URMG,Akhmat Kadyrov Grozny International Airport,Grozny,RU,43.38811,45.69977,167,Europe/Moscow
GRW,LPGR,Graciosa Airport,Santa Cruz da Graciosa,PT,39.09220,-28.02980,26,Atlantic/Azores
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.18870,-3.77736,567,Europe/Madrid
GRY,BIGR,Grímsey Airport,Grímsey/Sandvík,IS,66.54580,-18.01730,20,Atlantic/Reykjavik
GRZ,LOWG,Graz Airport,Feldkirchen bei Graz,AT,46.99110,15.43960,340,Europe/Vienna
GSM,OIKQ,Qeshm International Airport,Qeshm(Dayrestan),IR,26.75464,55.90235,14,Asia/Tehran
GSO,KGSO,Piedmont Triad International Airport,Greensboro,US,36.09937,-79.93726,282,America/New_York
GSP,KGSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.89570,-82.21890,294,America/New_York
GST,PAGS,Gustavus Airport,Gustavus,US,58.42530,-135.70700,11,America/Juneau
GSV,UWSG,Gagarin International Airport,Saratov,RU,51.71278,46.17111,31,Europe/Saratov
GTE,YGTE,Groote Eylandt Airport,Groote Eylandt,AU,-13.97241,136.45855,16,Australia/Darwin
GTF,KGTF,Great Falls International Airport,Great Falls,US,47.48200,-111.37100,1122,America/Denver
GTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,33.45030,-88.59140,80,America/Chicago
GUA,MGGT,La Aurora International Airport,Guatemala City,GT,14.58290,-90.52751,1509,America/Guatemala
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,US,38.53467,-106.93457,2341,America/Denver
GUM,PGUM,Antonio B. Won Pat International Airport,Hagåtña,GU,13.48500,144.79728,91,Pacific/Guam
GUP,KGUP,Gallup Municipal Airport,Gallup,US,35.51165,-108.78817,1973,America/Denver
GUR,AYGN,Gurney Airport,Gurney,PG,-10.31150,150.33400,27,Pacific/Port_Moresby
GUW,UATG,Atyrau International Airport,Atyrau,KZ,47.12132,51.82034,-22,Asia/Atyrau
GVA,LSGG,Geneva International Airport,Geneva,CH,46.23810,6.10895,430,Europe/Zurich
GVR,SBGV,Coronel Altino Machado Airport,Governador Valadares,BR,-18.89588,-41.98287,171,America/Sao_Paulo
GWD,OPGW,New Gwadar International Airport,Gurandani,PK,25.29673,62.49882,19,Asia/Karachi
GWL,VIGR,Gwalior Airport,Gwalior,IN,26.29330,78.22780,188,Asia/Kolkata
GWT,EDXW,Westerland Sylt Airport,Sylt,DE,54.91320,8.34047,16,Europe/Berlin
GXF,OYSY,Seiyun Hadhramaut International Airport,Seiyun,YE,15.96589,48.78815,639,Asia/Aden
GXG,FNNG,Negage Airport,Negage,AO,-7.75451,15.28770,1251,Africa/Luanda
GXH,ZLXH,Gannan Xiahe Airport,Gannan (Xiahe),CN,34.81901,102.62226,3203,Asia/Shanghai
GYA,SLGM,Guayaramerín Airport,Guayaramerín,BO,-10.88856,-65.38096,139,America/La_Paz
GYD,UBBB,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.05093,3,Asia/Baku
GYE,SEGU,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.88360,6,America/Guayaquil
GYM,MMGM,General José María Yáñez International Airport,Guaymas,MX,27.96900,-110.92500,18,America/Hermosillo
GYN,SBGO,Santa Genoveva International Airport,Goiânia,BR,-16.63200,-49.22070,747,America/Sao_Paulo
GYS,ZUGU,Guangyuan Panlong Airport,Guangyuan (Lizhou),CN,32.39025,105.69457,0,Asia/Shanghai
GYU,ZLGY,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),CN,36.07889,106.21694,1746,Asia/Shanghai
GYY,KGYY,Gary/Chicago International Airport,Gary,US,41.61709,-87.41321,180,America/Chicago
GZP,LTFG,Gazipaşa-Alanya Airport,Gazipaşa,TR,36.29883,32.29702,28,Europe/Istanbul
GZT,LTAJ,Gaziantep Oğuzeli International Airport,Gaziantep,TR,36.94720,37.47870,706,Europe/Istanbul
HAC,RJTH,Hachijojima Airport,Hachijojima,JP,33.11484,139.78564,92,Asia/Tokyo
HAD,ESMT,Halmstad Airport,Halmstad,SE,56.69110,12.82020,31,Europe/Stockholm
HAH,FMCH,Prince Said Ibrahim International Airport,Moroni,KM,-11.53370,43.27190,28,Indian/Comoro
HAJ,EDDV,Hannover Airport,Hannover,DE,52.46110,9.68508,56,Europe/Berlin
HAK,ZJHK,Haikou Meilan International Airport,Haikou (Meilan),CN,19.93490,110.45900,23,Asia/Shanghai
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.63040,9.98823,16,Europe/Berlin
HAN,VVNB,Noi Bai International Airport,Hanoi (Soc Son),VN,21.22120,105.80700,12,Asia/Bangkok
HAQ,VRMH,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,6.74324,73.16707,1,Indian/Maldives
HAS,OEHL,Hail International Airport,Hail,SA,27.43790,41.68630,1015,Asia/Riyadh
HAU,ENHD,"Haugesund Airport, Karmøy",Karmøy,NO,59.34530,5.20836,26,Europe/Oslo
HAV,MUHA,José Martí International Airport,Havana,CU,22.98920,-82.40910,64,America/Havana
HBA,YMHB,Hobart International Airport,Hobart (Cambridge),AU,-42.83703,147.51302,4,Australia/Hobart
HBE,HEAX,Alexandria International Airport,Alexandria,EG,30.93249,29.69644,52,Africa/Cairo
HBX,VOHB,Hubballi Airport,Hubballi,IN,15.36108,75.08210,662,Asia/Kolkata
HCJ,ZGHC,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),CN,24.80434,107.71082,677,Asia/Shanghai
HCR,PAHC,Holy Cross Airport,Holy Cross,US,62.18830,-159.77499,21,America/Anchorage
HCZ,ZGCZ,Chenzhou Beihu Airport,Chenzhou,CN,25.75342,112.84540,326,Asia/Shanghai
HDF,EDAH,Heringsdorf Airport,Zirchow,DE,53.87870,14.15230,29,Europe/Berlin
HDG,ZBHD,Handan Airport,Handan,CN,36.52482,114.42413,70,Asia/Shanghai
HDM,OIHH,Hamadan Airport,Hamadan,IR,34.86642,48.56069,1754,Asia/Tehran
HDN,KHDN,Yampa Valley Airport,Hayden,US,40.48120,-107.21800,2014,America/Denver
HDS,FAHS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA,-24.36186,31.05292,549,Africa/Johannesburg
HDY,VTSS,Hat Yai International Airport,Hat Yai,TH,6.93321,100.39300,27,Asia/Bangkok
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.21000,62.22830,977,Asia/Kabul
HEH,VYHH,Heho Airport,Heho,MM,20.74714,96.79203,1176,Asia/Yangon
HEK,ZYHE,Heihe Aihui Airport,Heihe,CN,50.17162,127.30888,319,Asia/Shanghai
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.31836,24.96334,55,Europe/Helsinki
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,35.33970,25.18030,35,Europe/Athens
HET,ZBHH,Hohhot Baita International Airport,Hohhot,CN,40.84966,111.82460,1084,Asia/Shanghai
HFA,LLHA,Uri Michaeli Haifa International Airport,Haifa,IL,32.81022,35.04372,9,Asia/Jerusalem
HFE,ZSOF,Hefei Xinqiao International Airport,Hefei,CN,31.98779,116.97690,63,Asia/Shanghai
HFN,BIHN,Hornafjörður Airport,Höfn,IS,64.29560,-15.22720,7,Atlantic/Reykjavik
HFT,ENHF,Hammerfest Airport,Hammerfest,NO,70.67970,23.66860,81,Europe/Oslo
HGA,HCMH,Egal International Airport,Hargeisa,SO,9.51408,44.08347,1363,Africa/Mogadishu
HGH,ZSHC,Hangzhou Xiaoshan International Airport,Hangzhou,CN,30.23609,120.42887,7,Asia/Shanghai
HGI,VEHO,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN,26.96683,93.63879,100,Asia/Kolkata
HGN,VTCH,Mae Hong Son Airport,Mae Hong Son,TH,19.30130,97.97580,283,Asia/Bangkok
HGO,DIKO,Korhogo Airport,Korhogo,CI,9.38718,-5.55666,370,Africa/Abidjan
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.70877,-77.72801,214,America/New_York
HGU,AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.82821,144.29941,1642,Pacific/Port_Moresby
HHH,KHXD,Hilton Head Airport,Hilton Head Island,US,32.22440,-80.69750,6,America/New_York
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.94635,7.26173,503,Europe/Berlin
HHQ,VTPH,Hua Hin Airport,Hua Hin,TH,12.63620,99.95150,19,Asia/Bangkok
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,33.92280,-118.33500,20,America/Los_Angeles
HIA,ZSSH,Huai'an Lianshui Airport,Huai'an,CN,33.79271,119.12666,9,Asia/Shanghai
HIB,KHIB,Range Regional Airport,Hibbing,US,47.38483,-92.83691,413,America/Chicago
HID,YHID,Horn Island Airport,Horn,AU,-10.58564,142.29277,13,Australia/Brisbane
HII,KHII,Lake Havasu City Airport,Lake Havasu City,US,34.57051,-114.35774,239,America/Phoenix
HIJ,RJOA,Hiroshima Airport,Hiroshima,JP,34.43610,132.91901,332,Asia/Tokyo
HIN,RKPS,Sacheon Airport / Sacheon Air Base,Sacheon,KR,35.08859,128.07175,8,Asia/Seoul
HIR,AGGH,Honiara International Airport,Honiara,SB,-9.42800,160.05499,9,Pacific/Guadalcanal
HJJ,ZGCJ,Huaihua Zhijiang Airport,Huaihua,CN,27.44309,109.70467,269,Asia/Shanghai
HJR,VEKO,Khajuraho Airport,Khajuraho,IN,24.81720,79.91860,222,Asia/Kolkata
HKD,RJCH,Hakodate Airport,Hakodate,JP,41.77000,140.82201,46,Asia/Tokyo
HKG,VHHH,Hong Kong International Airport,Hong Kong,HK,22.31184,113.91486,9,Asia/Hong_Kong
HKK,NZHK,Hokitika Airfield,,NZ,-42.71360,170.98500,45,Pacific/Auckland
HKN,AYHK,Hoskins Airport,Kimbe,PG,-5.46385,150.40733,20,Pacific/Port_Moresby
HKT,VTSP,Phuket International Airport,Phuket,TH,8.11326,98.31740,25,Asia/Bangkok
HLA,FALA,Lanseria International Airport,Johannesburg,ZA,-25.93896,27.92664,1377,Africa/Johannesburg
HLD,ZBLA,Hulunbuir Hailar Airport,Hailar,CN,49.20862,119.82230,661,Asia/Shanghai
HLE,FHSH,Saint Helena International Airport,Jamestown,SH,-15.95890,-5.64607,310,Atlantic/St_Helena
HLN,KHLN,Helena Regional Airport,Helena,US,46.60680,-111.98300,1182,America/Denver
HLP,WIHH,Halim Perdanakusuma International Airport,Jakarta,ID,-6.26699,106.89032,26,Asia/Jakarta
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,-37.86696,175.33195,52,Pacific/Auckland
HMA,USHH,Khanty Mansiysk Airport,Khanty-Mansiysk,RU,61.02850,69.08610,23,Asia/Yekaterinburg
HMB,HESG,Suhaj International Airport,Suhaj,EG,26.34251,31.74302,98,Africa/Cairo
HME,DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,31.67300,6.14044,141,Africa/Algiers
HMI,ZWHM,Hami Airport,Hami,CN,42.84140,93.66920,824,Asia/Urumqi
HMO,MMHO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,29.09281,-111.05302,191,America/Hermosillo
HNA,RJSI,Iwate Hanamaki Airport,Hanamaki,JP,39.42860,141.13500,91,Asia/Tokyo
HND,RJTT,Tokyo Haneda International Airport,Tokyo,JP,35.54968,139.78696,11,Asia/Tokyo
HNL,PHNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,21.31839,-157.92567,4,Pacific/Honolulu
HNM,PHHN,Hana Airport,Hana,US,20.79560,-156.01401,24,Pacific/Honolulu
HNS,PAHN,Haines Airport,Haines,US,59.24392,-135.52392,5,America/Juneau
HOB,KHOB,Lea County Regional Airport,Hobbs,US,32.68750,-103.21700,1116,America/Denver
HOF,OEAH,Al-Ahsa International Airport,Hofuf,SA,25.28530,49.48520,179,Asia/Riyadh
HOG,MUHG,Frank Pais International Airport,Holguin,CU,20.78515,-76.31553,110,America/Havana
HOI,NTTO,Hao Airport,Otepa,PF,-18.07480,-140.94600,3,Pacific/Tahiti
HOM,PAHO,Homer Airport,Homer,US,59.64446,-151.47923,26,America/Anchorage
HOR,LPHR,Horta Airport,Horta,PT,38.51990,-28.71590,36,Atlantic/Azores
HOT,KHOT,Memorial Field Airport,Hot Springs,US,34.47880,-93.09626,165,America/Chicago
HOU,KHOU,William P. Hobby Airport,Houston,US,29.64534,-95.27681,14,America/Chicago
HOV,ENOV,"Ørsta-Volda Airport, Hovden",Ørsta,NO,62.18000,6.07410,74,Europe/Oslo
HPA,NFTL,Lifuka Island Airport,Lifuka,TO,-19.77700,-174.34100,9,Pacific/Tongatapu
HPG,ZHSN,Shennongjia Hongping Airport,Shennongjia (Hongping),CN,31.62600,110.34000,2550,Asia/Shanghai
HPH,VVCI,Cat Bi International Airport,Haiphong (Hai An),VN,20.81743,106.72432,2,Asia/Bangkok
HPN,KHPN,Westchester County Airport,White Plains,US,41.06700,-73.70760,134,America/New_York
HQL,ZWTK,Tashikuergan Hongqilafu Airport,Tashikuergan,CN,37.66133,75.28888,3200,Asia/Urumqi
HRB,ZYHB,Harbin Taiping International Airport,Harbin,CN,45.62340,126.25000,139,Asia/Shanghai
HRE,FVRG,Robert Gabriel Mugabe International Airport,Harare,ZW,-17.93180,31.09280,1490,Africa/Harare
HRG,HEGN,Hurghada International Airport,Hurghada,EG,27.17678,33.79669,10,Africa/Cairo
HRI,VCRI,Mattala Rajapaksa International Airport,Mattala,LK,6.28388,81.12416,48,Asia/Colombo
HRL,KHRL,Valley International Airport,Harlingen,US,26.22850,-97.65440,11,America/Chicago
HRO,KHRO,Boone County Airport,Harrison,US,36.26150,-93.15470,416,America/Chicago
HSA,UAIT,Hazrat Sultan International Airport,Turkıstan,KZ,43.31109,68.55035,290,Asia/Almaty
HSC,ZGSG,Shaoguan Danxia Airport,Shaoguan,CN,24.97860,113.42100,85,Asia/Shanghai
HSG,RJFS,Kyushu Saga International Airport,Saga,JP,33.14970,130.30200,2,Asia/Tokyo
HSL,PAHL,Huslia Airport,Huslia,US,65.69790,-156.35100,67,America/Anchorage
HSN,ZSZS,Zhoushan Putuoshan International Airport,Zhoushan,CN,29.93387,122.36231,2,Asia/Shanghai
HSR,VAHS,Rajkot International Airport,Rajkot,IN,22.37882,71.03939,197,Asia/Kolkata
HSS,VIHR,Maharaja Agrasen International Airport,Hisar,IN,29.18606,75.74142,213,Asia/Kolkata
HSV,KHSV,Huntsville International Airport,Huntsville,US,34.63624,-86.77438,192,America/Chicago
HTA,UIAA,Chita-Kadala International Airport,Chita,RU,52.02484,113.30584,693,Asia/Chita
HTG,UOHH,Khatanga Airport,Khatanga,RU,71.97810,102.49100,29,Asia/Krasnoyarsk
HTI,YBHM,Hamilton Island Airport,Hamilton Island,AU,-20.35810,148.95200,5,Australia/Lindeman
HTN,ZWTN,Hotan Airport,Hotan,CN,37.03850,79.86490,1424,Asia/Urumqi
HTS,KHTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,38.36670,-82.55800,252,America/New_York
HTT,ZLHX,Huatugou Airport,Mengnai,CN,38.20164,90.83784,898,Asia/Shanghai
HTY,LTDA,Hatay Airport,Antakya,TR,36.36079,36.28559,82,Europe/Istanbul
HUH,NTTH,Huahine-Fare Airport,Fare,PF,-16.68708,-151.02159,2,Pacific/Tahiti
HUI,VVPB,Phu Bai International Airport,Huế,VN,16.40063,107.70309,15,Asia/Ho_Chi_Minh
HUN,RCYU,Hualien Chiashan Airport,Hualien City,TW,24.02316,121.61799,16,Asia/Taipei
HUO,ZBHZ,Holingol Huolinhe Airport,Holingol,CN,45.48722,119.40722,0,Asia/Shanghai
HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.87881,-76.20480,1850,America/Lima
HUX,MMBT,Bahías de Huatulco International Airport,Huatulco,MX,15.77544,-96.26046,141,America/Mexico_City
HUY,EGNJ,Humberside Airport,"Grimsby, Lincolnshire",GB,53.57615,-0.34954,37,Europe/London
HUZ,ZGHZ,Huizhou Pingtan Airport,Huizhou (Pingtan),CN,23.05000,114.60000,15,Asia/Shanghai
HVB,YHBA,Hervey Bay Airport,Hervey Bay,AU,-25.32013,152.88066,18,Australia/Brisbane
HVD,ZMKD,Khovd Airport,Khovd,MN,47.95410,91.62820,1493,Asia/Hovd
HVG,ENHV,"Honningsvåg Airport, Valan",Honningsvåg,NO,71.00970,25.98360,13,Europe/Oslo
HVN,KHVN,Tweed New Haven Airport,New Haven,US,41.26287,-72.88769,4,America/New_York
HVR,KHVR,Havre City County Airport,Havre,US,48.54139,-109.76286,790,America/Denver
HWR,VIHX,Halwara International Airport,Halwara,IN,30.74850,75.62980,241,Asia/Kolkata
HXD,ZLDL,Haixi Delingha Airport,Delingha,CN,37.12529,97.26866,3000,Asia/Shanghai
HYA,KHYA,Cape Cod Gateway Airport,Hyannis,US,41.66930,-70.28040,16,America/New_York
HYD,VOHS,Rajiv Gandhi International Airport,Hyderabad,IN,17.23132,78.42986,617,Asia/Kolkata
HYN,ZSLQ,Taizhou Luqiao Airport,Taizhou (Luqiao),CN,28.56220,121.42900,0,Asia/Shanghai
HYS,KHYS,Hays Regional Airport,Hays,US,38.84452,-99.27315,609,America/Chicago
HZA,ZSHZ,Heze Mudan Airport,Heze (Dingtao),CN,35.21297,115.73675,46,Asia/Shanghai
HZG,ZLHZ,Hanzhong Chenggu Airport,Hanzhong (Chenggu),CN,33.13353,107.20382,0,Asia/Shanghai
HZH,ZUNP,Liping Airport,Liping,CN,26.32217,109.14990,494,Asia/Shanghai
IAA,UOII,Igarka Airport,Igarka,RU,67.43720,86.62190,25,Asia/Krasnoyarsk
IAD,KIAD,Washington Dulles International Airport,Dulles,US,38.94450,-77.45580,95,America/New_York
